Distance (mm),Mutual Inductance (mH),Large coil
-225,3.403815294061348e-07
-220,-1.8301686518640354e-06
-215,-4.218943300678925e-06
-210,-6.853040884121541e-06
-205,-9.76356468336957e-06
-200,-1.2986298857506021e-05
-195,-1.6562507580578637e-05
-190,-2.0539878568824254e-05
-185,-2.4973634110105434e-05
-180,-2.9927832914023186e-05
-175,-3.54768829294219e-05
-170,-4.170727546694987e-05
-165,-4.8719528631272876e-05
-160,-5.6630282608131265e-05
-155,-6.557440165764189e-05
-150,-7.570677320448778e-05
-145,-8.720319055994402e-05
-140,-0.00010025914867398446
-135,-0.00011508436489267591
-130,-0.0001318889854821785
-125,-0.00015085409401339642
-120,-0.0001720731921655582
-115,-0.00019544113063184513
-110,-0.00022045083849304455
-105,-0.0002458371936347875
-100,-0.0002689944592783102
-95,-0.00028513307658704586
-90,-0.00028631736075470315
-85,-0.00026086329851830037
-80,-0.00019380798630606815
-75,-6.894786296473198e-05
-70,0.00012753387130315255
-65,0.00040328027271360333
-60,0.0007593484219076073
-55,0.001192578060787145
-50,0.001693275335438165
-45,0.002238776931815805
-40,0.0027951407975491103
-35,0.0033281106586102844
-30,0.0038113782283778048
-25,0.0042287879629481495
-20,0.004573445382343801
-15,0.004844170552359834
-10,0.0050414517926487545
-5,0.005165805834459627
0,0.005217572253182175
5,0.0051959648370607965
10,0.005098448225868502
15,0.004922219470062236
20,0.004666262865995678
25,0.004331117961625929
30,0.003916567680815378
35,0.003421808961654452
40,0.002853226202043214
45,0.002236947505414102
50,0.0016219904687642926
55,0.0010643736314115326
60,0.000604118823917284
65,0.00025328320861135284
70,3.790564170563593e-07
75,-0.00017529295335071246
80,-0.00029129652101449584
85,-0.0003590233144345562
90,-0.00038762188644358205
95,-0.00038739325228288765
100,-0.00036902653730365957
105,-0.0003413167933349174
110,-0.0003101883135656217
115,-0.00027907205901188604
120,-0.00024970892088238837
125,-0.00022283935921729237
130,-0.00019866105808178514
135,-0.0001770988444904967
140,-0.00015795398211918647
145,-0.0001409831800418074
150,-0.00012593857943880938
155,-0.00011258667449347687
160,-0.00010071611452623468
165,-9.013979860943116e-05
170,-8.069417278168536e-05
175,-7.223727643024615e-05
180,-6.464634474876189e-05
185,-5.781537445840849e-05
190,-5.1652845331828455e-05
195,-4.607967625739583e-05
200,-4.1027435729154505e-05
205,-3.643679763920898e-05
210,-3.225622030147625e-05
215,-2.8440822168109234e-05
220,-2.4951427549576596e-05
225,-2.1753757545268875e-05
230,-1.881774411287663e-05
