Time,Channel A
(s),(mV)

0.00000000,0.00000000
0.00407640,0.00000000
0.00815280,-1.71936500
0.01222920,0.85814460
0.01630560,0.00000000
0.02038200,0.00000000
0.02445840,1.71936500
0.02853480,0.00000000
0.03261120,-1.71936500
0.03668760,0.00000000
0.04076400,-1.71936500
0.04484040,0.00000000
0.04891680,1.71936500
0.05299320,0.00000000
0.05706960,0.85814460
0.06114600,0.00000000
0.06522240,0.00000000
0.06929880,-0.85814460
0.07337520,0.85814460
0.07745160,0.85814460
0.08152800,-0.85814460
0.08560440,-1.71936500
0.08968080,0.00000000
0.09375720,0.85814460
0.09783360,0.00000000
0.10191000,-1.71936500
0.10598640,-0.85814460
0.11006280,0.85814460
0.11413920,0.85814460
0.11821560,-0.85814460
0.12229200,0.00000000
0.12636840,0.85814460
0.13044479,-0.85814460
0.13452119,-0.85814460
0.13859759,0.00000000
0.14267399,0.85814460
0.14675039,-0.85814460
0.15082679,0.00000000
0.15490319,0.00000000
0.15897959,0.00000000
0.16305599,0.00000000
0.16713239,0.00000000
0.17120879,1.71936500
0.17528519,-0.85814460
0.17936159,0.00000000
0.18343799,0.85814460
0.18751439,0.85814460
0.19159079,-0.85814460
0.19566719,-0.85814460
0.19974359,0.00000000
0.20381999,0.85814460
0.20789639,0.85814460
0.21197279,0.00000000
0.21604919,-0.85814460
0.22012559,0.00000000
0.22420199,1.71936500
0.22827839,-0.85814460
0.23235479,-1.71936500
0.23643119,0.00000000
0.24050759,0.85814460
0.24458399,0.00000000
0.24866039,0.00000000
0.25273679,0.00000000
0.25681319,0.00000000
0.26088959,-0.85814460
0.26496599,-0.85814460
0.26904239,0.85814460
0.27311879,0.00000000
0.27719519,0.00000000
0.28127159,0.00000000
0.28534799,0.85814460
0.28942439,-0.85814460
0.29350079,-0.85814460
0.29757719,0.85814460
0.30165359,0.85814460
0.30572999,-0.85814460
0.30980639,0.00000000
0.31388279,-0.85814460
0.31795919,-0.85814460
0.32203559,0.85814460
0.32611199,0.85814460
0.33018839,-0.85814460
0.33426479,-1.71936500
0.33834119,-0.85814460
0.34241759,0.85814460
0.34649399,1.71936500
0.35057039,0.00000000
0.35464679,-0.85814460
0.35872319,0.85814460
0.36279959,0.00000000
0.36687599,-1.71936500
0.37095239,0.00000000
0.37502879,1.71936500
0.37910519,0.00000000
0.38318158,-0.85814460
0.38725798,-0.85814460
0.39133438,0.00000000
0.39541078,0.00000000
0.39948718,0.00000000
0.40356358,-0.85814460
0.40763998,0.85814460
0.41171638,0.00000000
0.41579278,-0.85814460
0.41986918,-1.71936500
0.42394558,0.85814460
0.42802198,0.85814460
0.43209838,0.00000000
0.43617478,0.00000000
0.44025118,0.00000000
0.44432758,0.00000000
0.44840398,0.00000000
0.45248038,0.00000000
0.45655678,0.85814460
0.46063318,0.85814460
0.46470958,-1.71936500
0.46878598,-1.71936500
0.47286238,0.00000000
0.47693878,0.85814460
0.48101518,0.85814460
0.48509158,-0.85814460
0.48916798,-0.85814460
0.49324438,0.00000000
0.49732078,0.00000000
0.50139718,-0.85814460
0.50547358,1.71936500
0.50954998,0.85814460
0.51362638,-0.85814460
0.51770278,0.00000000
0.52177918,0.85814460
0.52585558,-0.85814460
0.52993198,0.00000000
0.53400838,1.71936500
0.53808478,-1.71936500
0.54216118,0.00000000
0.54623758,0.00000000
0.55031398,-0.85814460
0.55439038,0.85814460
0.55846678,0.85814460
0.56254318,-0.85814460
0.56661958,0.00000000
0.57069598,-0.85814460
0.57477238,0.00000000
0.57884878,-0.85814460
0.58292518,0.85814460
0.58700158,0.00000000
0.59107798,-0.85814460
0.59515438,0.85814460
0.59923078,0.00000000
0.60330718,-0.85814460
0.60738358,0.00000000
0.61145998,0.00000000
0.61553638,0.00000000
0.61961278,0.00000000
0.62368918,-1.71936500
0.62776558,-0.85814460
0.63184198,0.85814460
0.63591838,0.00000000
0.63999477,0.85814460
0.64407117,0.85814460
0.64814757,0.85814460
0.65222397,0.00000000
0.65630037,0.00000000
0.66037677,-0.85814460
0.66445317,0.00000000
0.66852957,0.00000000
0.67260597,0.00000000
0.67668237,0.00000000
0.68075877,0.00000000
0.68483517,0.00000000
0.68891157,0.00000000
